FID,pointid,grid_code,reforest,recultivat,area,RASTERVALU,Longitude,Latitude,lu
416176,744878,532927,2,8,28800,0.288,-483640,2673977,0
416182,744887,530303,2,8,88200,0.882,-114977,2674008,0
416186,744895,532927,2,8,40500,0.405,-481771,2673888,0
416200,744922,532323,2,8,91800,0.918,-335560,2673790,0
416205,744930,530302,2,8,36900,0.369,-112505,2673719,0
416208,744933,530302,2,8,28800,0.288,-113595,2673671,0
416210,744938,532923,2,8,61200,0.612,-426372,2673652,0
416218,744955,532923,2,8,145800,1.458,-440059,2673673,0
416220,744958,532927,2,8,416700,4.167,-482671,2674102,0
416226,744971,530581,2,8,97200,0.972,-676639,2673526,0
416231,744977,532925,2,8,45900,0.459,-460519,2673344,0
416234,744982,532925,2,8,38700,0.387,-459587,2673333,0
416235,744983,532923,2,8,131400,1.314,-425348,2673449,0
416236,744984,530129,2,8,335700,3.357,-170935,2673853,0
416239,744989,530303,2,8,94500,0.945,-97042,2673406,0
416244,744996,532927,2,8,240300,2.403,-482161,2673529,0
416249,745006,532923,2,8,185400,1.854,-423337,2673460,0
416254,745014,532925,2,8,55800,0.558,-458928,2673264,0
416255,745015,532923,2,8,69300,0.693,-446014,2673255,0
416256,745016,532923,2,8,228600,2.286,-439301,2673512,0
416267,745031,532927,2,8,190800,1.908,-483436,2673176,0
416278,745050,530581,2,8,83700,0.837,-688066,2672923,0
416279,745051,532923,2,8,341100,3.411,-429087,2673238,0
416281,745053,530129,2,8,61200,0.612,-173099,2672908,0
416293,745076,530129,2,8,36000,0.36,-173418,2672795,0
416303,745093,532923,2,8,144900,1.449,-426266,2672655,0
416322,745121,532923,2,8,207900,2.079,-442773,2672583,0
416323,745122,530129,2,8,122400,1.224,-197509,2672515,0
416329,745132,530129,2,8,51300,0.513,-173586,2672374,0
416335,745145,532328,2,8,76500,0.765,-308161,2672309,0
416339,745152,530581,2,8,1061100,10.611,-675614,2673184,0
416342,745159,532923,2,8,270900,2.709,-429676,2672418,0
416352,745183,532923,2,8,463500,4.635,-431580,2672371,0
416357,745189,530302,2,8,47700,0.477,-106461,2671944,0
416365,745206,532923,2,8,76500,0.765,-427798,2671978,0
416371,745215,532925,2,8,117900,1.179,-459091,2672221,0
416377,745227,532927,2,8,58500,0.585,-481027,2671728,0
416382,745235,532927,2,8,345600,3.456,-481882,2672230,0
416383,745236,532328,2,8,58500,0.585,-308784,2671716,0
416387,745246,530129,2,8,188100,1.881,-166446,2671889,0
416401,745266,532925,2,8,139500,1.395,-458576,2671658,0
416406,745273,532923,2,8,92700,0.927,-440302,2671598,0
416414,745288,532925,2,8,65700,0.657,-459148,2671541,0
416415,745289,532329,2,8,45000,0.45,-264103,2671430,0
416416,745293,532923,2,8,116100,1.161,-429066,2671451,0
416417,745294,530129,2,8,78300,0.783,-173599,2671466,0
416439,745330,532923,2,8,54000,0.54,-426722,2671249,0
416440,745331,532923,2,8,164700,1.647,-426051,2671454,0
416441,745332,532329,2,8,24300,0.243,-266886,2671186,0
416444,745336,532329,2,8,41400,0.414,-263767,2671258,0
416448,745341,530581,2,8,320400,3.204,-652491,2671393,0
416453,745352,532923,2,8,252000,2.52,-428016,2671392,0
416458,745361,530304,2,8,89100,0.891,-144528,2671201,0
416471,745388,532329,2,8,49500,0.495,-265952,2670958,0
416475,745397,530302,2,8,59400,0.594,-107018,2671053,0
416493,745433,532925,2,8,62100,0.621,-458944,2670893,0
416496,745438,532925,2,8,171000,1.71,-457485,2670827,0
416507,745455,532927,2,8,444600,4.446,-480864,2671061,0
416508,745456,532925,2,8,240300,2.403,-460806,2670735,0
416520,745474,530129,2,8,36000,0.36,-186417,2670537,0
416525,745482,532925,2,8,82800,0.828,-461642,2670552,0
416526,745483,532923,2,8,110700,1.107,-427105,2670650,0
416530,745493,532925,2,8,77400,0.774,-459868,2670571,0
416538,745509,532923,2,8,74700,0.747,-429087,2670477,0
416544,745523,530581,2,8,34200,0.342,-674744,2670253,0
416545,745526,532323,2,8,196200,1.962,-334461,2670450,0
416550,745535,532925,2,8,77400,0.774,-457846,2670206,0
416552,745543,530129,2,8,252900,2.529,-186812,2670442,0
416553,745544,530304,2,8,60300,0.603,-149687,2670143,0
416555,745548,530304,2,8,231300,2.313,-137947,2670224,0
416558,745553,532923,2,8,41400,0.414,-429563,2670119,0
416559,745554,530304,2,8,32400,0.324,-146015,2670046,0
416568,745570,532923,2,8,160200,1.602,-426382,2670102,0
416574,745577,530129,2,8,65700,0.657,-174604,2669902,0
416577,745584,532925,2,8,216900,2.169,-456466,2669932,0
416581,745592,532925,2,8,66600,0.666,-459324,2669865,0
416582,745593,532329,2,8,109800,1.098,-266533,2669916,0
416591,745608,532923,2,8,556200,5.562,-432838,2670433,0
416594,745613,532923,2,8,72900,0.729,-435752,2669661,0
416597,745618,530581,2,8,47700,0.477,-675839,2669709,0
416598,745619,532923,2,8,128700,1.287,-429116,2669843,0
416602,745624,532925,2,8,102600,1.026,-460469,2669721,0
416603,745625,530129,2,8,230400,2.304,-213537,2669646,0
416607,745633,532329,2,8,453600,4.536,-265208,2670005,0
416616,745645,532925,2,8,102600,1.026,-457492,2669626,0
416621,745654,532923,2,8,287100,2.871,-426904,2669780,0
416628,745661,532925,2,8,233100,2.331,-458966,2669887,0
416630,745669,530581,2,8,128700,1.287,-652516,2669536,0
416631,745670,532925,2,8,51300,0.513,-461044,2669459,0
416632,745671,532329,2,8,39600,0.396,-266554,2669470,0
416633,745672,530304,2,8,78300,0.783,-149017,2669656,0
416643,745690,530581,2,8,142200,1.422,-675295,2669575,0
416647,745700,532925,2,8,78300,0.783,-459670,2669372,0
416652,745710,532925,2,8,90000,0.9,-458778,2669452,0
416655,745713,532925,2,8,36000,0.36,-460620,2669260,0
416660,745722,532925,2,8,35100,0.351,-460165,2669243,0
416661,745723,532923,2,8,45000,0.45,-431317,2669245,0
416671,745743,530581,2,8,185400,1.854,-653277,2669280,0
416677,745751,532923,2,8,63000,0.63,-429936,2669117,0
416681,745755,532923,2,8,70200,0.702,-426228,2669040,0
416690,745767,530304,2,8,138600,1.386,-142450,2669072,0
416694,745771,532923,2,8,111600,1.116,-430788,2668936,0
416695,745772,532329,2,8,56700,0.567,-267183,2668946,0
416698,745777,530304,2,8,135900,1.359,-148038,2669017,0
416705,745787,532925,2,8,179100,1.791,-458431,2669074,0
416710,745793,530581,2,8,101700,1.017,-673847,2668906,0
416711,745796,532923,2,8,268200,2.682,-427911,2669015,0
416712,745797,530129,2,8,135000,1.35,-175632,2668961,0
416717,745806,532925,2,8,55800,0.558,-458093,2668725,0
416725,745818,530129,2,8,225000,2.25,-189574,2668823,0
416732,745827,532923,2,8,135900,1.359,-431791,2668784,0
416733,745829,530304,2,8,93600,0.936,-147862,2668695,0
416737,745834,532329,2,8,22500,0.225,-267393,2668567,0
416742,745848,530325,2,8,39600,0.396,-100908,2668490,0
416746,745857,532925,2,8,217800,2.178,-461366,2668468,0
416752,745868,530304,2,8,163800,1.638,-136811,2668522,0
416753,745869,530304,2,8,193500,1.935,-133944,2668576,0
416756,745874,532927,2,8,62100,0.621,-480051,2668331,0
416760,745883,532923,2,8,54900,0.549,-429709,2668297,0
416762,745885,530304,2,8,143100,1.431,-142239,2668400,0
416764,745887,532923,2,8,174600,1.746,-426084,2668455,0
416771,745907,532925,2,8,45000,0.45,-459956,2668148,0
416780,745921,532923,2,8,89100,0.891,-425345,2668154,0
416786,745934,532925,2,8,58500,0.585,-460338,2668018,0
416789,745943,532329,2,8,113400,1.134,-266190,2668006,0
416791,745949,530581,2,8,536400,5.364,-653232,2668249,0
416792,745950,532925,2,8,204300,2.043,-457370,2668249,0
416797,745959,530124,2,8,72900,0.729,-232069,2667856,0
416800,745965,532925,2,8,49500,0.495,-461041,2667804,0
416801,745966,532925,2,8,176400,1.764,-455213,2668070,0
416802,745967,530129,2,8,269100,2.691,-188184,2668079,0
416805,745977,532925,2,8,121500,1.215,-459539,2667936,0
416811,745986,532923,2,8,145800,1.458,-427752,2667894,0
416812,745987,532923,2,8,94500,0.945,-426850,2667859,0
416824,746013,532925,2,8,178200,1.782,-458102,2667848,0
416826,746022,532925,2,8,116100,1.161,-457505,2667666,0
416827,746023,532923,2,8,51300,0.513,-431400,2667602,0
416833,746032,530304,2,8,37800,0.378,-142516,2667509,0
416835,746035,532923,2,8,98100,0.981,-434310,2667510,0
416838,746043,532923,2,8,48600,0.486,-431906,2667360,0
416839,746044,530302,2,8,60300,0.603,-104257,2667432,0
416852,746068,532923,2,8,511200,5.112,-428325,2667930,0
416853,746069,530304,2,8,63000,0.63,-149432,2667313,0
416859,746081,532925,2,8,153000,1.53,-460475,2667315,0
416860,746082,530302,2,8,78300,0.783,-112436,2667296,0
416870,746110,532925,2,8,86400,0.864,-457072,2667247,0
416878,746125,530581,2,8,132300,1.323,-654838,2667146,0
416879,746126,532923,2,8,106200,1.062,-437481,2667091,0
416882,746136,532323,2,8,91800,0.918,-342319,2666983,0
416884,746143,532925,2,8,37800,0.378,-457519,2666894,0
416889,746157,530129,2,8,323100,3.231,-174550,2667386,0
416891,746164,532927,2,8,102600,1.026,-481536,2666886,0
416892,746165,532927,2,8,36900,0.369,-479367,2666820,0
416894,746169,532325,2,8,153000,1.53,-386024,2667052,0
416898,746176,532923,2,8,54000,0.54,-431506,2666787,0
416902,746182,530129,2,8,279000,2.79,-187769,2667062,0
416905,746189,532925,2,8,305100,3.051,-458501,2667233,0
416906,746190,532325,2,8,79200,0.792,-385122,2666808,0
416909,746197,530325,2,8,728100,7.281,-68285,2667375,0
416916,746209,532925,2,8,70200,0.702,-459281,2666656,0
416917,746210,530304,2,8,38700,0.387,-138726,2666618,0
416922,746219,530304,2,8,81000,0.81,-139156,2666557,0
416927,746225,530581,2,8,36900,0.369,-675219,2666455,0
416928,746226,532925,2,8,238500,2.385,-461947,2666663,0
416931,746234,532323,2,8,117000,1.17,-340997,2666516,0
416933,746237,532927,2,8,44100,0.441,-481173,2666440,0
416934,746238,532925,2,8,67500,0.675,-458854,2666465,0
416948,746260,532925,2,8,156600,1.566,-458062,2666406,0
416949,746261,530304,2,8,37800,0.378,-145486,2666300,0
416952,746266,532925,2,8,54900,0.549,-459379,2666258,0
416965,746293,532923,2,8,124200,1.242,-437288,2666170,0
416966,746294,530304,2,8,110700,1.107,-149426,2666091,0
416969,746299,530581,2,8,37800,0.378,-674372,2666097,0
416970,746300,530581,2,8,235800,2.358,-654143,2666374,0
416971,746301,532923,2,8,856800,8.568,-430655,2666489,0
416974,746306,532927,2,8,174600,1.746,-479599,2666195,0
416976,746310,532925,2,8,206100,2.061,-461525,2666163,0
416977,746312,530129,2,8,171000,1.71,-174698,2666163,0
416979,746317,532925,2,8,38700,0.387,-459022,2666016,0
416980,746318,532925,2,8,177300,1.773,-455585,2666169,0
416986,746326,532923,2,8,68400,0.684,-432019,2666119,0
416990,746333,532925,2,8,108900,1.089,-454789,2665998,0
416991,746334,530129,2,8,210600,2.106,-188255,2666053,0
416992,746335,530304,2,8,316800,3.168,-148317,2666194,0
416996,746344,532923,2,8,133200,1.332,-434360,2665963,0
417005,746359,532325,2,8,108900,1.089,-385123,2665918,0
417013,746372,532923,2,8,171900,1.719,-432751,2665857,0
417016,746379,532925,2,8,64800,0.648,-458142,2665665,0
417040,746422,532925,2,8,153000,1.53,-459539,2665540,0
417041,746423,532923,2,8,37800,0.378,-432232,2665455,0
417042,746424,532325,2,8,83700,0.837,-387208,2665499,0
417044,746428,532923,2,8,108000,1.08,-430323,2665394,0
417045,746429,530304,2,8,62100,0.621,-139100,2665377,0
417048,746434,532925,2,8,133200,1.332,-458650,2665568,0
417051,746439,532925,2,8,69300,0.693,-457441,2665325,0
417052,746440,530129,2,8,179100,1.791,-176504,2665601,0
417060,746451,532925,2,8,42300,0.423,-456047,2665310,0
417061,746452,532325,2,8,73800,0.738,-386122,2665301,0
417063,746456,532923,2,8,144900,1.449,-432983,2665281,0
417064,746457,530304,2,8,56700,0.567,-138331,2665246,0
417073,746470,532923,2,8,128700,1.287,-431845,2665292,0
417074,746472,530304,2,8,79200,0.792,-148236,2665145,0
417076,746477,530302,2,8,27900,0.279,-116057,2665062,0
417081,746484,530325,2,8,78300,0.783,-101440,2665077,0
417082,746484,530325,2,8,78300,0.783,-101440,2665077,0
417100,746525,532927,2,8,325800,3.258,-477823,2665070,0
417105,746532,532925,2,8,135900,1.359,-457287,2664878,0
417117,746550,532925,2,8,204300,2.043,-454040,2665159,0
417127,746569,532925,2,8,43200,0.432,-455165,2664652,0
417137,746588,530129,2,8,97200,0.972,-176676,2664587,0
417138,746592,532925,2,8,74700,0.747,-459375,2664594,0
417141,746597,532925,2,8,114300,1.143,-458758,2664456,0
417142,746598,532925,2,8,171000,1.71,-456552,2664751,0
417152,746610,532927,2,8,34200,0.342,-476387,2664385,0
417155,746614,532329,2,8,35100,0.351,-258091,2664358,0
417161,746625,532323,2,8,115200,1.152,-335362,2664389,0
417163,746630,532329,2,8,37800,0.378,-258694,2664234,0
417165,746634,532925,2,8,144000,1.44,-455870,2664234,0
417168,746637,530581,2,8,215100,2.151,-656634,2664433,0
417169,746638,532923,2,8,99900,0.999,-433680,2664349,0
417173,746645,532925,2,8,147600,1.476,-457989,2664194,0
417186,746671,532927,2,8,468900,4.689,-479392,2664499,0
417193,746689,530129,2,8,37800,0.378,-187182,2663928,0
417198,746695,530127,2,8,348300,3.483,-190010,2664141,0
417199,746696,530302,2,8,34200,0.342,-114460,2663917,0
417205,746708,530302,2,8,37800,0.378,-115462,2663794,0
417234,746763,530581,2,8,358200,3.582,-657488,2663792,0
417239,746769,530302,2,8,53100,0.531,-114700,2663594,0
417242,746776,532329,2,8,99000,0.99,-258745,2663531,0
417263,746835,532927,2,8,624600,6.246,-476264,2663541,0
417264,746836,530304,2,8,98100,0.981,-149899,2663111,0
417270,746844,530129,2,8,98100,0.981,-186490,2663117,0
417294,746901,530127,2,8,40500,0.405,-190390,2662685,0
417317,746958,530302,2,8,38700,0.387,-114209,2662441,0
417321,746964,532325,2,8,82800,0.828,-393954,2662475,0
417328,746980,530304,2,8,54000,0.54,-145419,2662283,0
417342,747004,532925,2,8,95400,0.954,-456611,2662179,0
417343,747005,530304,2,8,56700,0.567,-157508,2662152,0
417354,747017,532927,2,8,153000,1.53,-476820,2662175,0
417359,747025,530302,2,8,53100,0.531,-129880,2662013,0
417363,747030,532925,2,8,72900,0.729,-457449,2662018,0
417364,747032,530302,2,8,32400,0.324,-114689,2661981,0
417370,747040,532331,2,8,283500,2.835,-272757,2662217,0
417371,747041,530103,2,8,103500,1.035,-216698,2662074,0
417380,747056,532927,2,8,51300,0.513,-476201,2661854,0
417381,747057,530129,2,8,216900,2.169,-171029,2662076,0
417396,747080,530304,2,8,127800,1.278,-146306,2661739,0
417408,747098,532331,2,8,115200,1.152,-272114,2661651,0
417434,747138,532331,2,8,49500,0.495,-271774,2661414,0
417438,747149,530302,2,8,54000,0.54,-105577,2661285,0
417441,747156,530302,2,8,132300,1.323,-114523,2661362,0
417456,747183,532927,2,8,292500,2.925,-475224,2661346,0
417471,747211,530304,2,8,61200,0.612,-141318,2660877,0
417488,747241,530304,2,8,74700,0.747,-145852,2660716,0
417489,747243,530302,2,8,24300,0.243,-118623,2660627,0
417497,747260,530304,2,8,264600,2.646,-142827,2660677,0
417507,747276,530302,2,8,45900,0.459,-114238,2660543,0
417520,747305,530581,2,8,141300,1.413,-656738,2660437,0
417526,747320,530304,2,8,135900,1.359,-144109,2660436,0
417530,747328,530302,2,8,54000,0.54,-116830,2660127,0
417552,747366,530103,2,8,142200,1.422,-217760,2659932,0
417553,747367,530302,2,8,45000,0.45,-127639,2659850,0
417569,747408,530581,2,8,123300,1.233,-656249,2659658,0
417570,747409,530304,2,8,48600,0.486,-140592,2659560,0
417571,747410,530302,2,8,71100,0.711,-104074,2659726,0
417574,747415,532927,2,8,83700,0.837,-476733,2659693,0
417575,747416,530304,2,8,76500,0.765,-141963,2659582,0
417581,747428,530304,2,8,67500,0.675,-142979,2659519,0
417582,747429,530304,2,8,91800,0.918,-131183,2659423,0
417597,747454,530304,2,8,30600,0.306,-130237,2659235,0
417601,747463,530304,2,8,62100,0.621,-139073,2659250,0
417603,747467,530103,2,8,293400,2.934,-219825,2659424,0
417604,747468,530302,2,8,57600,0.576,-118577,2659234,0
417605,747471,532323,2,8,88200,0.882,-352173,2659234,0
417606,747473,530103,2,8,89100,0.891,-218567,2659231,0
417625,747509,530304,2,8,51300,0.513,-134775,2658909,0
417628,747513,530304,2,8,108900,1.089,-154143,2658886,0
417629,747514,530302,2,8,46800,0.468,-128034,2658881,0
417630,747515,530302,2,8,54900,0.549,-103982,2658892,0
417633,747519,530304,2,8,112500,1.125,-155874,2658881,0
417635,747523,530581,2,8,397800,3.978,-655867,2659109,0
417640,747533,532331,2,8,90000,0.9,-277237,2658932,0
417645,747542,532323,2,8,116100,1.161,-351153,2658910,0
417646,747543,530302,2,8,106200,1.062,-106533,2658866,0
417664,747575,532331,2,8,469800,4.698,-273730,2658676,0
417666,747579,532927,2,8,200700,2.007,-475720,2658645,0
417667,747580,532927,2,8,225000,2.25,-474235,2658625,0
417674,747588,530304,2,8,131400,1.314,-143808,2658519,0
417676,747591,532323,2,8,153900,1.539,-348963,2658462,0
417686,747616,532323,2,8,57600,0.576,-351874,2658289,0
417687,747617,530304,2,8,58500,0.585,-141327,2658260,0
417697,747640,530302,2,8,51300,0.513,-115875,2658096,0
417702,747652,532331,2,8,102600,1.026,-276660,2658021,0
417703,747653,530302,2,8,38700,0.387,-116582,2657948,0
417713,747670,530302,2,8,57600,0.576,-114992,2658103,0
417716,747673,532927,2,8,163800,1.638,-475261,2657906,0
417717,747675,530304,2,8,60300,0.603,-143030,2657913,0
417718,747679,530302,2,8,38700,0.387,-106911,2657802,0
417723,747687,530304,2,8,47700,0.477,-133322,2657807,0
417724,747688,530302,2,8,22500,0.225,-118426,2657780,0
417725,747690,530581,2,8,144000,1.44,-656745,2658106,0
417726,747691,532927,2,8,282600,2.826,-474212,2657953,0
417733,747712,530304,2,8,72900,0.729,-135432,2657704,0
417736,747720,530127,2,8,113400,1.134,-193118,2657669,0
417738,747723,532927,2,8,36000,0.36,-475707,2657475,0
417739,747724,530302,2,8,39600,0.396,-106911,2657477,0
417740,747729,532925,2,8,119700,1.197,-451469,2657575,0
417741,747730,530302,2,8,27000,0.27,-116491,2657422,0
417750,747745,530304,2,8,76500,0.765,-135881,2657397,0
417751,747746,530302,2,8,125100,1.251,-105659,2657484,0
417754,747751,530302,2,8,153900,1.539,-113028,2657498,0
417756,747753,532323,2,8,93600,0.936,-346781,2657322,0
417761,747760,530302,2,8,61200,0.612,-116952,2657276,0
417762,747761,530302,2,8,77400,0.774,-106193,2657469,0
417766,747768,532331,2,8,184500,1.845,-271334,2657333,0
417770,747775,530304,2,8,239400,2.394,-134355,2657343,0
417773,747789,532323,2,8,90900,0.909,-348112,2657032,0
417775,747796,530103,2,8,85500,0.855,-219667,2656970,0
417782,747805,532323,2,8,44100,0.441,-350428,2656884,0
417783,747807,532927,2,8,166500,1.665,-475322,2656966,0
417789,747822,532927,2,8,61200,0.612,-474215,2656894,0
417794,747830,532323,2,8,135900,1.359,-347421,2656905,0
417805,747849,530304,2,8,218700,2.187,-146414,2656746,0
417810,747856,532331,2,8,80100,0.801,-277614,2656550,0
417814,747864,532331,2,8,95400,0.954,-276782,2656520,0
417816,747869,530581,2,8,175500,1.755,-680493,2656569,0
417820,747875,530302,2,8,261000,2.61,-115878,2656540,0
417824,747884,532323,2,8,58500,0.585,-349824,2656399,0
417827,747890,532925,2,8,60300,0.603,-451439,2656240,0
417831,747897,530502,2,8,37800,0.378,-618912,2656145,0
417838,747906,532323,2,8,24300,0.243,-346235,2656058,0
417839,747907,530302,2,8,40500,0.405,-112346,2656118,0
417840,747910,532925,2,8,353700,3.537,-452221,2656545,0
417843,747916,532925,2,8,292500,2.925,-450282,2656194,0
417852,747931,530304,2,8,257400,2.574,-137181,2656379,0
417854,747934,530304,2,8,54000,0.54,-150522,2655956,0
417856,747936,530502,2,8,90900,0.909,-581538,2655873,0
417857,747937,532927,2,8,38700,0.387,-475225,2655857,0
417858,747938,530304,2,8,40500,0.405,-139268,2655954,0
417861,747947,530302,2,8,99000,0.99,-113865,2655974,0
417870,747962,532927,2,8,333900,3.339,-477046,2656073,0
417873,747966,530127,2,8,85500,0.855,-179212,2655762,0
417889,747998,530302,2,8,20700,0.207,-122418,2655402,0
417892,748001,532927,2,8,27000,0.27,-477028,2655369,0
417907,748033,532927,2,8,180000,1.8,-475121,2655181,0
417909,748035,530304,2,8,121500,1.215,-141059,2655178,0
417913,748042,530502,2,8,210600,2.106,-580559,2655282,0
417914,748044,530325,2,8,143100,1.431,-88078,2655402,0
417917,748051,532323,2,8,52200,0.522,-349318,2655045,0
417920,748063,530127,2,8,35100,0.351,-196796,2655013,0
417932,748081,532925,2,8,148500,1.485,-450996,2655213,0
417933,748082,530302,2,8,252000,2.52,-118445,2655078,0
417942,748102,532331,2,8,92700,0.927,-272727,2654894,0
417951,748117,530302,2,8,159300,1.593,-108291,2654809,0
417956,748123,532925,2,8,118800,1.188,-450453,2654667,0
417971,748150,532331,2,8,104400,1.044,-324404,2654528,0
417972,748151,530304,2,8,72000,0.72,-135678,2654468,0
417974,748154,532927,2,8,166500,1.665,-475616,2654590,0
417978,748160,532927,2,8,57600,0.576,-474974,2654386,0
417979,748161,532927,2,8,53100,0.531,-474619,2654386,0
417981,748163,532331,2,8,67500,0.675,-274749,2654483,0
417985,748167,532925,2,8,301500,3.015,-449639,2654550,0
417986,748168,530302,2,8,97200,0.972,-113907,2654416,0
417987,748169,530302,2,8,274500,2.745,-109315,2654584,0
417993,748178,530302,2,8,83700,0.837,-123517,2654304,0
418004,748190,530502,2,8,183600,1.836,-581132,2654328,0
418018,748222,532925,2,8,124200,1.242,-448840,2654075,0
418030,748245,530302,2,8,39600,0.396,-123094,2653908,0
418040,748267,532323,2,8,38700,0.387,-355709,2653661,0
418044,748277,530302,2,8,60300,0.603,-123998,2653664,0
418047,748284,530302,2,8,74700,0.747,-107092,2653702,0
418049,748289,532323,2,8,28800,0.288,-348326,2653542,0
418054,748299,532323,2,8,20700,0.207,-343969,2653419,0
418060,748310,530127,2,8,283500,2.835,-187506,2653699,0
418061,748311,530304,2,8,79200,0.792,-168022,2653559,0
418065,748318,530127,2,8,135000,1.35,-178105,2653418,0
418071,748328,532323,2,8,65700,0.657,-347594,2653365,0
418072,748329,530325,2,8,136800,1.368,-87811,2653427,0
418075,748333,530302,2,8,87300,0.873,-123632,2653360,0
418076,748336,532925,2,8,68400,0.684,-450012,2653291,0
418078,748341,532323,2,8,112500,1.125,-344729,2653299,0
418081,748348,530304,2,8,153000,1.53,-144771,2653273,0
418082,748349,530304,2,8,40500,0.405,-139050,2653112,0
418088,748357,530127,2,8,191700,1.917,-176741,2653292,0
418089,748359,532323,2,8,55800,0.558,-351016,2653120,0
418101,748381,530502,2,8,36000,0.36,-603066,2652876,0
418104,748386,530304,2,8,66600,0.666,-140785,2652885,0
418117,748406,532331,2,8,225000,2.25,-272067,2652709,0
418118,748407,530103,2,8,97200,0.972,-217798,2652733,0
418120,748414,532323,2,8,31500,0.315,-349308,2652610,0
418121,748415,530302,2,8,63000,0.63,-124517,2652626,0
418132,748434,532323,2,8,85500,0.855,-351075,2652580,0
418133,748435,532323,2,8,22500,0.225,-350569,2652404,0
418135,748439,530127,2,8,265500,2.655,-188052,2652623,0
418142,748460,530127,2,8,244800,2.448,-178687,2652473,0
418143,748461,530302,2,8,18900,0.189,-115263,2652174,0
418144,748462,530302,2,8,81000,0.81,-107210,2652301,0
418146,748465,532331,2,8,100800,1.008,-272827,2652261,0
418148,748468,532323,2,8,59400,0.594,-347984,2652207,0
418149,748469,532323,2,8,54900,0.549,-346986,2652185,0
418152,748477,530127,2,8,207900,2.079,-194031,2652269,0
418153,748478,530302,2,8,171000,1.71,-115697,2652159,0
418158,748490,530302,2,8,126000,1.26,-114013,2652196,0
418164,748499,530127,2,8,110700,1.107,-190143,2652027,0
418171,748516,532323,2,8,50400,0.504,-354423,2651912,0
418178,748527,530127,2,8,78300,0.783,-187079,2651777,0
418190,748556,532323,2,8,297000,2.97,-346100,2651861,0
418199,748577,532323,2,8,32400,0.324,-347035,2651427,0
418206,748590,530304,2,8,56700,0.567,-132277,2651413,0
418213,748604,530302,2,8,50400,0.504,-89824,2651192,0
418221,748616,530103,2,8,241200,2.412,-226537,2651292,0
418227,748629,532323,2,8,66600,0.666,-347703,2651096,0
418228,748630,532331,2,8,48600,0.486,-271494,2651020,0
418230,748635,532323,2,8,126000,1.26,-346387,2651153,0
418231,748636,530304,2,8,28800,0.288,-132340,2651021,0
418239,748651,530103,2,8,100800,1.008,-223559,2650935,0
418245,748658,530103,2,8,100800,1.008,-225216,2650890,0
418250,748666,530103,2,8,82800,0.828,-224551,2650859,0
418251,748669,530103,2,8,128700,1.287,-222492,2650955,0
418254,748678,532331,2,8,41400,0.414,-272651,2650673,0
418255,748679,530103,2,8,197100,1.971,-219571,2650871,0
418272,748711,530302,2,8,62100,0.621,-110504,2650491,0
418273,748712,530302,2,8,114300,1.143,-109802,2650533,0
418274,748713,532323,2,8,81900,0.819,-341897,2650496,0
418275,748714,530103,2,8,132300,1.323,-223001,2650461,0
418278,748717,532323,2,8,59400,0.594,-338169,2650387,0
418283,748727,530302,2,8,216900,2.169,-117325,2650575,0
418285,748732,532323,2,8,149400,1.494,-345939,2650495,0
418287,748734,532331,2,8,98100,0.981,-274197,2650429,0
418291,748742,530304,2,8,202500,2.025,-163557,2650592,0
418292,748743,530304,2,8,57600,0.576,-162800,2650306,0
418295,748748,530127,2,8,135000,1.35,-180604,2650305,0
418303,748759,532323,2,8,86400,0.864,-339756,2650235,0
418306,748763,532323,2,8,68400,0.684,-343930,2650249,0
418316,748781,530304,2,8,185400,1.854,-147789,2650309,0
418317,748784,532323,2,8,556200,5.562,-346926,2650249,0
418321,748790,532331,2,8,117900,1.179,-272162,2650032,0
418323,748793,530103,2,8,189900,1.899,-214447,2650152,0
418324,748794,530302,2,8,49500,0.495,-117194,2649888,0
418336,748829,530127,2,8,242100,2.421,-190331,2649924,0
418338,748832,530127,2,8,148500,1.485,-193809,2649881,0
418352,748858,530302,2,8,133200,1.332,-91047,2649615,0
418362,748881,530502,2,8,69300,0.693,-580637,2649334,0
418363,748883,532324,2,8,52200,0.522,-388296,2649264,0
418364,748884,532331,2,8,228600,2.286,-273941,2649487,0
418373,748901,530127,2,8,30600,0.306,-180128,2649118,0
418374,748902,530304,2,8,32400,0.324,-135058,2649104,0
418382,748918,532323,2,8,103500,1.035,-348028,2649026,0
418385,748922,530304,2,8,61200,0.612,-131801,2649019,0
418394,748943,532323,2,8,81000,0.81,-351694,2648765,0
418402,748958,532927,2,8,44100,0.441,-472454,2648621,0
418403,748962,532323,2,8,59400,0.594,-349030,2648597,0
418405,748965,530304,2,8,95400,0.954,-135195,2648725,0
418433,749007,530127,2,8,92700,0.927,-183410,2648332,0
418439,749016,532323,2,8,21600,0.216,-351830,2648240,0
418440,749017,530127,2,8,351000,3.51,-190036,2648418,0
418441,749018,530302,2,8,66600,0.666,-108688,2648293,0
418445,749025,530302,2,8,22500,0.225,-126460,2648193,0
418446,749029,532323,2,8,18000,0.18,-352192,2648100,0
418447,749030,530127,2,8,237600,2.376,-194395,2648371,0
418448,749031,530302,2,8,96300,0.963,-109338,2648245,0
418454,749042,532331,2,8,22500,0.225,-272332,2648029,0
418456,749049,530127,2,8,630900,6.309,-179879,2648512,0
418460,749054,530127,2,8,178200,1.782,-195654,2648126,0
418468,749065,530304,2,8,34200,0.342,-144300,2647947,0
